2024-06-09 01:43:46, AirTemperature: 33.2C, AirHumidity: 52.3%, WaterTemperature: 0.0C, WaterDO: 0.0mg/L 
2024-06-09 01:49:50, AirTemperature: 33.2C, AirHumidity: 52.3%, WaterTemperature: 0.0C, WaterDO: 0.0mg/L 
2024-06-09 01:50:50, AirTemperature: 33.2C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 01:51:50, AirTemperature: 33.2C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-09 01:52:50, AirTemperature: 33.2C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 01:53:50, AirTemperature: 33.2C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 01:54:50, AirTemperature: 33.2C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 01:55:50, AirTemperature: 33.2C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 01:56:50, AirTemperature: 33.2C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 01:57:50, AirTemperature: 33.2C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 01:58:50, AirTemperature: 33.2C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 01:59:50, AirTemperature: 33.2C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 02:00:50, AirTemperature: 33.2C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:01:50, AirTemperature: 33.2C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 02:02:50, AirTemperature: 33.2C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 02:03:50, AirTemperature: 33.2C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:04:50, AirTemperature: 33.2C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-09 02:05:50, AirTemperature: 33.2C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 02:06:50, AirTemperature: 33.2C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 02:07:50, AirTemperature: 33.2C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:08:50, AirTemperature: 33.2C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-09 02:09:50, AirTemperature: 33.2C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:10:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 02:11:50, AirTemperature: 33.2C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:12:50, AirTemperature: 33.2C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 02:13:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-09 02:14:50, AirTemperature: 33.1C, AirHumidity: 52.2%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:15:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 10.98mg/L 
2024-06-09 02:16:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 02:17:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:18:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:19:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 10.74mg/L 
2024-06-09 02:20:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-09 02:21:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 02:22:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-09 02:23:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 02:24:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:25:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 02:26:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 9.35mg/L 
2024-06-09 02:27:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 02:28:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 02:29:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 02:30:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-09 02:31:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 02:32:50, AirTemperature: 33.1C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-09 02:33:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 02:34:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-09 02:35:50, AirTemperature: 33.1C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-09 02:36:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-09 02:37:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 02:38:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 10.74mg/L 
2024-06-09 02:39:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:40:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 02:41:50, AirTemperature: 33.1C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 02:42:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:43:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 7.24mg/L 
2024-06-09 02:44:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 02:45:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:46:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 11.22mg/L 
2024-06-09 02:47:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 02:48:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 02:49:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 10.5mg/L 
2024-06-09 02:50:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-09 02:51:50, AirTemperature: 33.1C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-09 02:52:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:53:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 02:54:50, AirTemperature: 33.1C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-09 02:55:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 02:56:50, AirTemperature: 33.0C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 02:57:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-09 02:58:50, AirTemperature: 33.0C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-09 02:59:50, AirTemperature: 33.0C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:00:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-09 03:01:50, AirTemperature: 33.0C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:02:50, AirTemperature: 33.1C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
